t,n_ptdf_rows_raw,n_unique_cnec_idx,n_matched_lines,status,reason,mean_abs_fbme_d1_cgm
4002,189,63,63,ok,,2.25557233704353e-13
4003,171,57,57,ok,,4.744496814823254e-13
4004,177,59,59,ok,,5.350211772602188e-13
4005,177,59,59,ok,,6.818320925848814e-13
4006,174,58,58,ok,,3.2771611684567657e-13
4007,177,59,59,ok,,2.0979641391385013e-13
4008,189,63,63,ok,,2.0911347764985127e-13
4009,189,63,63,ok,,3.929207648256701e-13
4010,189,63,63,ok,,2.105316387689287e-13
4011,189,63,63,ok,,1.9902910772584894e-13
4012,189,63,63,ok,,3.389712024783999e-13
4013,189,63,63,ok,,7.715856261765622e-13
4014,189,63,63,ok,,5.362671758389026e-13
4015,189,63,63,ok,,9.985504618373108e-12
4016,186,62,62,ok,,2.898627153275574e-12
4017,195,65,65,ok,,7.076149031440095e-13
4018,210,70,70,ok,,0.0015024176988866073
4019,267,89,89,ok,,2.235086855327841
4020,273,91,91,ok,,1.429442562073491e-12
4021,264,88,88,ok,,53.915558200718806
4022,285,95,95,ok,,33.24868580605284
4023,291,97,97,ok,,6.544297236404816e-13
4024,267,89,89,ok,,3.2653448404789277e-13
4025,189,63,63,ok,,3.5734144036891974e-13
4026,189,63,63,ok,,5.240320470502828e-12
4027,189,63,63,ok,,4.795131732569648e-13
4028,189,63,63,ok,,2.483619098450579e-13
4029,189,63,63,ok,,5.25924238398392e-13
4030,189,63,63,ok,,5.116901978891401e-12
4031,189,63,63,ok,,1.1650052727258325e-11
4032,192,64,64,ok,,6.816287403917651e-13
4033,204,68,68,ok,,6.276204492966308e-13
4034,249,83,83,ok,,3.52477011661928e-13
4035,267,89,89,ok,,3.365486682796965e-13
4036,267,89,89,ok,,2.0400261702575646e-13
4037,267,89,89,ok,,2.741626717817563e-13
4038,267,89,89,ok,,4.980816935643711e-13
4039,270,90,90,ok,,6.488785680272496e-13
4040,291,97,97,ok,,5.121021301310773e-13
4041,291,97,97,ok,,2.740980291938705e-13
4042,294,98,98,ok,,3.417273874761069e-13
4043,309,103,103,ok,,1.843416124861879e-12
4044,303,101,101,ok,,1.2550235676312074e-11
4045,336,112,112,ok,,1.0054991185414454e-11
4046,249,83,83,ok,,2.3915974786619796e-13
4047,249,83,83,ok,,5.010966145767958e-13
4048,336,112,112,ok,,7.0343767646701704e-12
4049,291,97,97,ok,,5.246984266497003e-13
4050,210,70,70,ok,,5.405936685200483e-13
4051,189,63,63,ok,,1.7568100569488648e-11
4052,189,63,63,ok,,3.269077252086028e-13
4053,189,63,63,ok,,3.171403030856108e-12
4054,189,63,63,ok,,3.4464932306681465e-13
4055,189,63,63,ok,,1.0533376157730643e-11
4056,186,62,62,ok,,6.855061863240456e-13
4057,192,64,64,ok,,2.2975510011892203e-13
4058,189,63,63,ok,,5.16338910113556e-13
4059,195,65,65,ok,,2.959963404131638e-13
4060,189,63,63,ok,,1.412484735036972e-12
4061,186,62,62,ok,,8.678224836318171e-13
4062,189,63,63,ok,,3.0994988679317406e-13
4063,189,63,63,ok,,3.296620666228965e-13
4064,189,63,63,ok,,25.459706159739433
4065,189,63,63,ok,,26.92995432685768
4066,189,63,63,ok,,2.9091727612617084e-12
4067,189,63,63,ok,,1.256764331845024e-11
4068,192,64,64,ok,,3.3419441114239965e-13
4069,198,66,66,ok,,5.819568356615505e-13
4070,192,64,64,ok,,1.5018573706034388e-12
4071,186,62,62,ok,,7.379939376910065e-13
4072,189,63,63,ok,,9.69657431677032e-12
4073,189,63,63,ok,,3.3656658808746883e-13
4074,186,62,62,ok,,25.005366020582112
4075,177,59,59,ok,,15.719319117612672
4076,177,59,59,ok,,5.049081456404697
4077,177,59,59,ok,,6.063594244509749
4078,174,58,58,ok,,18.338655506462864
4079,189,63,63,ok,,2.7581625135704547e-13
4080,189,63,63,ok,,2.874763790746596e-13
4081,189,63,63,ok,,3.365824996066323e-13
4082,189,63,63,ok,,1.4386447035425097e-13
4083,189,63,63,ok,,4.134556621838348e-13
4084,189,63,63,ok,,1.9208113804313114e-13
4085,189,63,63,ok,,4.366128043917259e-13
4086,174,58,58,ok,,1.1073117218872868
4087,174,58,58,ok,,60.73819541381778
4088,183,61,61,ok,,59.02170008935307
4089,189,63,63,ok,,33.53996908611628
4090,189,63,63,ok,,25.557557132452846
4091,189,63,63,ok,,14.293124147332357
4092,189,63,63,ok,,18.366255283620884
4093,189,63,63,ok,,44.20173329380701
4094,189,63,63,ok,,62.9492360222589
4095,189,63,63,ok,,60.56156744514264
4096,189,63,63,ok,,17.688005532933317
4097,180,60,60,ok,,45.33350404392574
4098,174,58,58,ok,,22.226205657667126
4099,174,58,58,ok,,1.9452970115125018e-13
4100,174,58,58,ok,,4.888140551260037e-13
4101,180,60,60,ok,,4.4564698799194876e-13
4102,177,59,59,ok,,1.1369264279881785e-12
4103,174,58,58,ok,,2.4783759138963993e-13
4104,186,62,62,ok,,2.9315276085619507e-13
4105,189,63,63,ok,,1.9737320743849767e-13
4106,189,63,63,ok,,3.8619607958101117e-13
4107,189,63,63,ok,,2.795774999263005e-13
4108,189,63,63,ok,,2.7386343653017165e-13
4109,177,59,59,ok,,4.663653770580388e-13
4110,177,59,59,ok,,4.930951476092072e-13
4111,174,58,58,ok,,10.448498695221376
4112,183,61,61,ok,,19.50672822657567
4113,183,61,61,ok,,55.94918531964721
4114,198,66,66,ok,,68.8463184970185
4115,201,67,67,ok,,102.82431098471402
4116,189,63,63,ok,,37.95520768807199
4117,201,67,67,ok,,44.821506925839394
4118,201,67,67,ok,,32.47503065936768
4119,186,62,62,ok,,30.172012427571993
4120,189,63,63,ok,,45.791693753721184
4121,183,61,61,ok,,72.86474028642951
4122,177,59,59,ok,,56.59166671866248
4123,174,58,58,ok,,17.12877403420383
4124,180,60,60,ok,,4.144102481964016
4125,177,59,59,ok,,2.910548592753532
4126,171,57,57,ok,,2.8108118136020166
4127,186,62,62,ok,,10.08791037402992
4128,189,63,63,ok,,1.7809915986034046e-13
4129,189,63,63,ok,,2.7071223751364984e-13
4130,189,63,63,ok,,2.0056727945455457e-13
4131,189,63,63,ok,,3.8514462152526507e-13
4132,189,63,63,ok,,3.9236121728527125e-13
4133,189,63,63,ok,,1.5190684743174011e-13
4134,177,59,59,ok,,24.726285809367525
4135,168,56,56,ok,,29.984308160680143
4136,174,58,58,ok,,49.380757010851035
4137,174,58,58,ok,,55.784817672474674
4138,183,61,61,ok,,82.9175616546346
4139,189,63,63,ok,,79.85151852188133
4140,189,63,63,ok,,29.149522325680078
4141,189,63,63,ok,,3.743454565333245e-13
4142,189,63,63,ok,,4.0373855769804366e-13
4143,189,63,63,ok,,8.97527438731427e-13
4144,183,61,61,ok,,4.1037862918626937e-13
4145,174,58,58,ok,,7.100876487728079e-13
4146,177,59,59,ok,,3.1113359431542355e-13
4147,180,60,60,ok,,2.4696073432081256e-13
4148,177,59,59,ok,,1.407544918243599e-12
4149,177,59,59,ok,,4.676061187406541e-13
4150,174,58,58,ok,,2.885150749600139e-13
4151,189,63,63,ok,,4.245136415744508e-13
4152,189,63,63,ok,,5.365636024980226e-13
4153,189,63,63,ok,,2.785019475371777e-11
4154,189,63,63,ok,,1.033147830515215e-11
4155,189,63,63,ok,,1.3334749362937572e-11
4156,189,63,63,ok,,1.129191757522967e-11
4157,189,63,63,ok,,3.7395914148290874e-13
4158,186,62,62,ok,,0.629349264518127
4159,189,63,63,ok,,5.619393564206046
4160,189,63,63,ok,,21.767413260719596
4161,189,63,63,ok,,1.4571932116086887e-11
4162,186,62,62,ok,,1.7463386726122039e-12
4163,189,63,63,ok,,1.6779940639131736e-12
4164,183,61,61,ok,,1.1807211085736912e-12
4165,186,62,62,ok,,3.3589826741472416e-12
4166,186,62,62,ok,,2.7630059479322396e-12
4167,192,64,64,ok,,2.6569077852170293e-12
4168,186,62,62,ok,,7.548601708706443e-13
4169,189,63,63,ok,,9.47977479088879e-12
4170,189,63,63,ok,,5.442004899757989e-13
4171,189,63,63,ok,,22.757066320814847
4172,189,63,63,ok,,3.185871546050614e-13
4173,189,63,63,ok,,2.1103984535552878e-13
4174,189,63,63,ok,,5.636215760449075e-13
4175,189,63,63,ok,,1.6597477107977033e-13
4176,189,63,63,ok,,3.472610153795559e-12
4177,189,63,63,ok,,7.276490739946965e-13
4178,189,63,63,ok,,4.8180178319187726e-12
4179,189,63,63,ok,,6.837098115735135e-13
4180,189,63,63,ok,,1.3504901721003825e-12
4181,189,63,63,ok,,4.14720875417354e-13
4182,183,61,61,ok,,3.5015888377507207e-13
4183,186,62,62,ok,,7.378993898243769e-13
4184,189,63,63,ok,,7.334211950670601e-13
4185,249,83,83,ok,,6.092763757911383e-13
4186,267,89,89,ok,,5.684726832487474e-13
4187,267,89,89,ok,,4.0823028894520376e-13
4188,285,95,95,ok,,7.939887125443784e-13
4189,291,97,97,ok,,1.527169897517897e-12
4190,291,97,97,ok,,1.4285941763846122e-12
4191,291,97,97,ok,,8.035602588695034e-13
4192,267,89,89,ok,,5.49731717402887e-13
4193,189,63,63,ok,,4.035088360797794e-12
4194,189,63,63,ok,,3.10999224769149e-13
4195,183,61,61,ok,,4.294176302387063e-13
4196,177,59,59,ok,,3.9637600284567e-13
4197,177,59,59,ok,,4.3871569077218767e-13
4198,186,62,62,ok,,3.6009366443900514e-13
4199,189,63,63,ok,,1.4291481903639415e-13
4200,189,63,63,ok,,3.5969890474550523e-13
4201,189,63,63,ok,,3.6328476702760124e-12
4202,189,63,63,ok,,6.8759178756383084e-12
4203,189,63,63,ok,,2.4471318742125364e-11
4204,189,63,63,ok,,3.454491344487639e-12
4205,189,63,63,ok,,1.0294955982253558e-11
4206,189,63,63,ok,,5.221229677917199e-13
4207,192,64,64,ok,,8.393172545882346e-13
4208,210,70,70,ok,,1.165117502446328e-12
4209,267,89,89,ok,,5.91695562683128e-13
4210,291,97,97,ok,,2.10354480310305e-12
4211,261,87,87,ok,,56.246741738976105
4212,258,86,86,ok,,58.72270750971103
4213,258,86,86,ok,,63.49468707925356
4214,258,86,86,ok,,57.35211580100037
4215,282,94,94,ok,,1.5946585508057613e-12
4216,267,89,89,ok,,1.0074283172801543e-12
4217,192,64,64,ok,,2.196057034700342e-12
4218,189,63,63,ok,,3.860367906696273e-12
4219,189,63,63,ok,,3.2006993035854015e-13
4220,186,62,62,ok,,2.3707836423124116e-13
4221,183,61,61,ok,,3.810531112609002e-13
4222,174,58,58,ok,,8.17345035526753e-13
4223,177,59,59,ok,,3.110770830687072e-13
4224,189,63,63,ok,,3.0541499759656217e-13
4225,189,63,63,ok,,1.1192306542746215
4226,189,63,63,ok,,5.6036878490919895
4227,189,63,63,ok,,5.709931659583879
4228,189,63,63,ok,,2.6617214870972824e-13
4229,189,63,63,ok,,1.7651333261537712e-13
4230,174,58,58,ok,,7.128403174839405e-13
4231,171,57,57,ok,,45.20573513960136
4232,189,63,63,ok,,101.60247911756919
4233,189,63,63,ok,,35.06242237023142
4234,186,62,62,ok,,43.32399912734876
4235,186,62,62,ok,,41.94525916533152
4236,189,63,63,ok,,45.78510761354214
4237,189,63,63,ok,,59.47331550033831
4238,189,63,63,ok,,68.37156190096849
4239,189,63,63,ok,,56.47452544653512
4240,189,63,63,ok,,19.077132975742053
4241,189,63,63,ok,,71.11267543995801
4242,174,58,58,ok,,33.59835637566128
4243,174,58,58,ok,,1.902844384196888e-13
4244,177,59,59,ok,,4.860979973989749e-13
4245,174,58,58,ok,,7.076797900156061e-13
4246,180,60,60,ok,,3.2880859547115524e-13
4247,177,59,59,ok,,5.690626152469254e-13
4248,174,58,58,ok,,4.386596841806674e-13
4249,183,61,61,ok,,2.690985103440856e-13
4250,189,63,63,ok,,2.3649185066860225e-13
4251,189,63,63,ok,,5.784455827475407e-13
4252,189,63,63,ok,,3.082727655596066e-13
4253,177,59,59,ok,,8.305900353365588e-13
4254,174,58,58,ok,,26.974964136333547
4255,180,60,60,ok,,54.44179135333175
4256,186,62,62,ok,,70.85492520042756
4257,186,62,62,ok,,56.27625083908223
4258,189,63,63,ok,,44.644913301128014
4259,204,68,68,ok,,51.42684116848463
4260,210,70,70,ok,,40.50950575139179
4261,279,93,93,ok,,85.02325986761355
4262,279,93,93,ok,,34.08233366051576
4263,273,91,91,ok,,40.10001393540928
4264,198,66,66,ok,,7.8011063477686475
4265,189,63,63,ok,,30.32144497880791
4266,189,63,63,ok,,20.141285698200633
4267,171,57,57,ok,,37.62373405112096
4268,168,56,56,ok,,32.56545000923323
4269,174,58,58,ok,,22.262667617830285
4270,174,58,58,ok,,7.428054908568742
4271,177,59,59,ok,,7.6028940611636395
4272,189,63,63,ok,,2.828673496178381e-13
4273,189,63,63,ok,,1.584148628934538e-13
4274,189,63,63,ok,,3.336090352710651e-13
4275,189,63,63,ok,,1.612783879446358e-13
4276,189,63,63,ok,,3.2316258290923387e-13
4277,183,61,61,ok,,2.3399279768225734e-13
4278,174,58,58,ok,,8.312375228589048
4279,177,59,59,ok,,61.891709291330976
4280,198,66,66,ok,,99.15925506930824
4281,183,61,61,ok,,41.135611295017675
4282,195,65,65,ok,,46.81290536582909
4283,201,67,67,ok,,59.43245862320312
4284,201,67,67,ok,,68.57142563248215
4285,198,66,66,ok,,68.87049400696228
4286,198,66,66,ok,,56.785070505207884
4287,186,62,62,ok,,40.42311501766671
4288,189,63,63,ok,,47.94475784282706
4289,183,61,61,ok,,90.73353888187678
4290,171,57,57,ok,,31.92054384574344
4291,192,64,64,ok,,2.79580309633844e-13
4292,192,64,64,ok,,4.191292498643453e-13
4293,177,59,59,ok,,5.458093422397596e-13
4294,180,60,60,ok,,5.755537999595102e-13
4295,171,57,57,ok,,9.649887868966721e-13
4296,177,59,59,ok,,3.40180726970379e-13
4297,189,63,63,ok,,6.227230289431632e-13
4298,189,63,63,ok,,2.380671674371196e-13
4299,189,63,63,ok,,3.910890930141858e-13
4300,186,62,62,ok,,5.968338498472832e-13
4301,174,58,58,ok,,3.315031758600618e-13
4302,180,60,60,ok,,8.095861748117128
4303,186,62,62,ok,,49.975724562274934
4304,201,67,67,ok,,104.54518519220017
4305,186,62,62,ok,,44.740854993871956
4306,201,67,67,ok,,59.64371472900109
4307,198,66,66,ok,,61.94933197137149
4308,201,67,67,ok,,60.14902648244575
4309,204,68,68,ok,,59.50537607057906
4310,207,69,69,ok,,44.085401319311984
4311,198,66,66,ok,,45.47389133080917
4312,183,61,61,ok,,40.093514888338426
4313,183,61,61,ok,,47.56515012168927
4314,186,62,62,ok,,64.3460468299781
4315,177,59,59,ok,,6.001457664242204
4316,180,60,60,ok,,6.504174225561549e-13
4317,177,59,59,ok,,3.987987517900098e-13
4318,171,57,57,ok,,9.774841456511346e-13
4319,171,57,57,ok,,4.20684056698911e-13
4320,174,58,58,ok,,6.510004393811438e-13
4321,186,62,62,ok,,3.5292383386844913e-13
4322,189,63,63,ok,,3.926107352999403e-13
4323,189,63,63,ok,,2.865878257109663e-13
4324,177,59,59,ok,,3.017537410902617e-13
4325,174,58,58,ok,,2.7525534006603534e-13
4326,180,60,60,ok,,2.965573666280103e-13
4327,183,61,61,ok,,56.117138881651556
4328,201,67,67,ok,,99.50758188441813
4329,195,65,65,ok,,47.46060558421944
4330,201,67,67,ok,,60.82284922107386
4331,198,66,66,ok,,74.39406884904484
4332,201,67,67,ok,,95.07410349037735
4333,201,67,67,ok,,94.411781773755
4334,198,66,66,ok,,71.33639341196748
4335,201,67,67,ok,,62.682535320347924
4336,189,63,63,ok,,40.55244513655517
4337,183,61,61,ok,,43.67773716916518
4338,177,59,59,ok,,55.05543512091852
4339,180,60,60,ok,,5.097228749323772e-13
4340,180,60,60,ok,,1.0357450701308204
4341,171,57,57,ok,,3.3043604476591284e-13
4342,174,58,58,ok,,2.6481768472975365e-13
4343,189,63,63,ok,,7.549655140953916e-13
4344,189,63,63,ok,,1.7857144420093962e-13
4345,189,63,63,ok,,3.712501040639505e-13
4346,189,63,63,ok,,2.536588895456932e-12
4347,189,63,63,ok,,2.5550189584762655e-12
4348,189,63,63,ok,,6.926475998724366e-12
4349,189,63,63,ok,,1.4108334520736148e-11
4350,189,63,63,ok,,2.6964999975842915e-11
4351,189,63,63,ok,,3.8395674917315565e-12
4352,189,63,63,ok,,8.230074903526667e-12
4353,195,65,65,ok,,1.2111096488167433e-12
4354,267,89,89,ok,,7.787708183463374e-13
4355,267,89,89,ok,,33.88809656607403
4356,276,92,92,ok,,46.54149274982193
4357,291,97,97,ok,,44.05072454298059
4358,264,88,88,ok,,64.38856691756659
4359,291,97,97,ok,,9.712465090850702e-13
4360,270,90,90,ok,,8.124938576086591e-13
4361,195,65,65,ok,,6.115398305475204e-13
4362,189,63,63,ok,,6.005635610428478e-12
4363,189,63,63,ok,,2.3843717506509027e-13
4364,189,63,63,ok,,2.1525712369458665e-13
4365,189,63,63,ok,,3.765657011252189e-12
4366,189,63,63,ok,,1.1902044343713844e-11
4367,186,62,62,ok,,1.0724195691275522e-12
4368,192,64,64,ok,,6.432038017692055e-13
4369,195,65,65,ok,,5.248852075448161e-13
4370,210,70,70,ok,,7.743859224921618e-13
4371,213,71,71,ok,,8.351716545654025e-13
4372,210,70,70,ok,,3.9294988068520547e-13
4373,195,65,65,ok,,5.137314838245619e-13
4374,195,65,65,ok,,3.944207472192483e-13
4375,213,71,71,ok,,5.583630806569089e-13
4376,267,89,89,ok,,3.0131221522884256e-13
4377,291,97,97,ok,,2.9955501791160453e-13
4378,297,99,99,ok,,5.628083963670275e-13
4379,297,99,99,ok,,5.996722343011805e-13
4380,297,99,99,ok,,7.761854289268649e-13
4381,288,96,96,ok,,28.141367390688355
4382,291,97,97,ok,,29.943767808707772
4383,294,98,98,ok,,6.224022150973384e-13
4384,291,97,97,ok,,5.421733142525275e-13
4385,267,89,89,ok,,3.6111648119323763e-13
4386,186,62,62,ok,,7.6762804849842e-13
4387,189,63,63,ok,,1.0000455460573963e-11
4388,189,63,63,ok,,1.807029018573993e-13
4389,189,63,63,ok,,1.752017488858833e-13
4390,189,63,63,ok,,1.8722855967706976e-13
4391,189,63,63,ok,,4.58022698649336e-13
4392,189,63,63,ok,,2.7392772432172176e-12
4393,189,63,63,ok,,6.746945839437482e-13
4394,189,63,63,ok,,8.740418855043975e-13
4395,189,63,63,ok,,1.5147476281610612e-12
4396,189,63,63,ok,,1.41067521284671e-12
4397,189,63,63,ok,,2.718539488356864e-13
4398,171,57,57,ok,,1.3184880001782518e-12
4399,174,58,58,ok,,48.41600010993847
4400,186,62,62,ok,,77.37021522690512
4401,183,61,61,ok,,40.09019984174661
4402,201,67,67,ok,,68.97978058322802
4403,198,66,66,ok,,69.52612697926001
4404,198,66,66,ok,,54.50931393309646
4405,198,66,66,ok,,54.00597066443205
4406,204,68,68,ok,,45.87204253753096
4407,201,67,67,ok,,33.95998842928714
4408,189,63,63,ok,,56.467277933900284
4409,189,63,63,ok,,36.3220809873666
4410,177,59,59,ok,,34.94719990954464
4411,177,59,59,ok,,8.258255840152281e-13
4412,177,59,59,ok,,8.946678635480175e-13
4413,180,60,60,ok,,5.556173220025737e-13
4414,180,60,60,ok,,5.132132293653806e-13
4415,180,60,60,ok,,2.3159286398160565e-13
4416,189,63,63,ok,,5.698879559513023e-13
4417,189,63,63,ok,,3.3036576722158877
4418,189,63,63,ok,,1.2558283577344049e-13
4419,189,63,63,ok,,12.696161265464308
4420,189,63,63,ok,,4.269797906425842
4421,189,63,63,ok,,1.5953133065361673e-13
4422,171,57,57,ok,,3.6005965048782396
4423,177,59,59,ok,,59.45075183437148
4424,183,61,61,ok,,48.31379130188977
4425,183,61,61,ok,,40.22357085531008
4426,204,68,68,ok,,47.393622010272345
4427,201,67,67,ok,,51.52457104793297
4428,201,67,67,ok,,44.7441826042472
4429,204,68,68,ok,,42.78219860908101
4430,198,66,66,ok,,28.152757736616266
4431,189,63,63,ok,,77.33835736384584
4432,189,63,63,ok,,14.716584982321057
4433,189,63,63,ok,,71.33855574889212
4434,171,57,57,ok,,52.38030605908779
4435,174,58,58,ok,,14.251578293892258
4436,180,60,60,ok,,2.2049200742222506
4437,180,60,60,ok,,1.9756350262091
4438,177,59,59,ok,,4.830547175717001e-13
4439,177,59,59,ok,,1.5546552002174047e-13
4440,186,62,62,ok,,5.915621825765107e-13
4441,189,63,63,ok,,1.9900195511541698e-13
4442,189,63,63,ok,,3.9236625538699403e-13
4443,189,63,63,ok,,9.900690776739136e-14
4444,183,61,61,ok,,2.746249280723296e-13
4445,174,58,58,ok,,1.0182803037414353e-13
4446,180,60,60,ok,,4.631923006540079
4447,174,58,58,ok,,54.243873020365086
4448,195,65,65,ok,,100.98024607580159
4449,189,63,63,ok,,36.38184814581376
4450,189,63,63,ok,,40.264206712205194
4451,189,63,63,ok,,53.567781230779325
4452,189,63,63,ok,,20.260790145308643
4453,189,63,63,ok,,10.741926546561526
4454,189,63,63,ok,,29.165559005271625
4455,189,63,63,ok,,30.242031181508178
4456,189,63,63,ok,,19.821139533591808
4457,189,63,63,ok,,38.469676145446215
4458,177,59,59,ok,,35.09866298336389
4459,174,58,58,ok,,22.874906705583076
4460,174,58,58,ok,,22.06631231657898
4461,177,59,59,ok,,20.726688742729678
4462,183,61,61,ok,,45.63636134630756
4463,189,63,63,ok,,2.3866113425577544e-13
4464,189,63,63,ok,,2.157176181319259e-12
4465,189,63,63,ok,,3.742581043817481e-12
4466,186,62,62,ok,,1.2867560572183327e-12
4467,186,62,62,ok,,4.726368137356996e-13
4468,189,63,63,ok,,3.5954877049371896e-13
4469,189,63,63,ok,,2.200524234192826e-12
4470,189,63,63,ok,,21.57153261789986
4471,189,63,63,ok,,21.27878988859812
4472,189,63,63,ok,,37.74364401507046
4473,261,87,87,ok,,95.78910787357394
4474,279,93,93,ok,,34.47263671556813
4475,285,95,95,ok,,46.23931347925023
4476,279,93,93,ok,,20.638942513659643
4477,279,93,93,ok,,24.58801558915071
4478,279,93,93,ok,,41.12675913368576
4479,240,80,80,ok,,80.06086123383544
4480,204,68,68,ok,,32.318129123268164
4481,189,63,63,ok,,66.5289452322795
4482,192,64,64,ok,,78.92005223195213
4483,174,58,58,ok,,2.1270006291211053e-13
4484,174,58,58,ok,,7.306540703539949e-13
4485,180,60,60,ok,,1.8949279960561684e-13
4486,180,60,60,ok,,6.806199741629068e-13
4487,174,58,58,ok,,4.2476843406523674e-13
4488,177,59,59,ok,,4.3656010183654e-13
4489,189,63,63,ok,,3.030395851137747e-13
4490,189,63,63,ok,,3.300388431303217e-13
4491,189,63,63,ok,,2.1039784605106956e-13
4492,189,63,63,ok,,2.7306301006666665e-13
4493,183,61,61,ok,,2.689056417210724e-13
4494,177,59,59,ok,,1.0953377560515218
4495,174,58,58,ok,,50.86387906862707
4496,189,63,63,ok,,91.34390080333216
4497,183,61,61,ok,,74.7162667872051
4498,189,63,63,ok,,28.168394946385643
4499,189,63,63,ok,,20.14252027119711
4500,189,63,63,ok,,9.6758654190296
4501,189,63,63,ok,,7.768607283937029
4502,189,63,63,ok,,6.242026757366055e-13
4503,189,63,63,ok,,1.0198138064270611e-12
4504,189,63,63,ok,,4.708489215196406e-13
4505,189,63,63,ok,,5.493921102656499e-13
4506,189,63,63,ok,,4.107917228354814e-13
4507,177,59,59,ok,,7.197209929372468
4508,177,59,59,ok,,20.24389291412316
4509,189,63,63,ok,,1.5430502751079684
4510,189,63,63,ok,,2.9680499315871224e-13
4511,189,63,63,ok,,1.6623646323705644e-12
4512,192,64,64,ok,,5.803786753191722e-13
4513,195,65,65,ok,,3.9756986671846513e-13
4514,249,83,83,ok,,5.398935015091817e-13
4515,267,89,89,ok,,6.477898681633275e-13
4516,243,81,81,ok,,7.95484452445697e-13
4517,255,85,85,ok,,4.157295845048024e-13
4518,267,89,89,ok,,3.1596142627819076e-13
4519,267,89,89,ok,,1.126784790067333e-12
4520,270,90,90,ok,,53.27332905788442
4521,315,105,105,ok,,62.37366740466434
4522,321,107,107,ok,,45.630627379945
4523,321,107,107,ok,,59.024580290114464
4524,333,111,111,ok,,23.234884549913478
4525,333,111,111,ok,,10.271808304805438
4526,276,92,92,ok,,13.08659515681752
4527,336,112,112,ok,,3.069237552906139
4528,336,112,112,ok,,1.3715623928980898
4529,306,102,102,ok,,1.4348401437103362e-12
4530,291,97,97,ok,,1.6110337600898823e-12
4531,213,71,71,ok,,6.276879740478478e-13
4532,195,65,65,ok,,9.027843323215749e-13
4533,195,65,65,ok,,6.750435638435472e-13
4534,201,67,67,ok,,6.700640284801698e-13
4535,267,89,89,ok,,5.875828523575566e-13
4536,267,89,89,ok,,1.0399266957483865e-12
4537,279,93,93,ok,,1.7044545653141123e-12
4538,285,95,95,ok,,1.5628848288115956e-12
4539,291,97,97,ok,,1.999273554717671e-12
4540,282,94,94,ok,,1.359166545450274e-12
4541,291,97,97,ok,,1.6798710508415246e-12
4542,291,97,97,ok,,7.949134882517745e-13
4543,306,102,102,ok,,7.794901812291089e-13
4544,306,102,102,ok,,9.716601079818193e-12
4545,309,103,103,ok,,2.0468421346723564e-12
4546,336,112,112,ok,,4.84086067465079e-12
4547,270,90,90,ok,,15.590245538577255
4548,285,95,95,ok,,24.923723242495136
4549,285,95,95,ok,,21.18361591093645
4550,285,95,95,ok,,13.334540839043761
4551,174,58,58,ok,,14.811533348417699
4552,285,95,95,ok,,6.815615517151533
4553,336,112,112,ok,,2.0546919384699015e-12
4554,309,103,103,ok,,1.0613478124975547e-12
4555,267,89,89,ok,,2.048413413555654e-12
4556,267,89,89,ok,,6.980256876910133e-13
4557,261,87,87,ok,,8.950107688138261e-13
4558,210,70,70,ok,,8.393792669011886e-13
4559,267,89,89,ok,,8.689932477458535e-13
4560,267,89,89,ok,,1.808309910529718e-12
4561,276,92,92,ok,,8.020700598679018e-13
4562,273,91,91,ok,,6.660049580217105e-13
4563,273,91,91,ok,,1.2955666227390486e-12
4564,267,89,89,ok,,7.87901602650668e-13
4565,261,87,87,ok,,5.904721603111861e-13
4566,189,63,63,ok,,7.57044942821131e-12
4567,189,63,63,ok,,3.4617711950438997e-12
4568,195,65,65,ok,,6.747699763119113e-13
4569,270,90,90,ok,,6.248242917933764e-13
4570,279,93,93,ok,,20.304687595056706
4571,285,95,95,ok,,42.412205211975184
4572,297,99,99,ok,,36.87316637489286
4573,285,95,95,ok,,38.373135268908555
4574,276,92,92,ok,,45.5063006028993
4575,270,90,90,ok,,7.695690510880996e-13
4576,267,89,89,ok,,5.961098343258442e-13
4577,189,63,63,ok,,6.237962927197367e-13
4578,189,63,63,ok,,17.8819946950849
4579,180,60,60,ok,,14.894144808526173
4580,177,59,59,ok,,4.506534463429744e-13
4581,177,59,59,ok,,2.509913237593451e-13
4582,174,58,58,ok,,1.0987360907648142e-12
4583,189,63,63,ok,,2.5754277047529506e-13
4584,189,63,63,ok,,3.1483675364706965e-13
4585,189,63,63,ok,,3.564685994435394e-13
4586,189,63,63,ok,,2.58356488679415e-13
4587,189,63,63,ok,,3.2831243684190566e-13
4588,189,63,63,ok,,2.591103362932951e-13
4589,189,63,63,ok,,2.2140032897186574e-13
4590,174,58,58,ok,,6.23584612181391e-13
4591,177,59,59,ok,,32.58411584128861
4592,189,63,63,ok,,52.989330236564285
4593,189,63,63,ok,,56.15885720431323
4594,192,64,64,ok,,19.52100774156678
4595,198,66,66,ok,,33.69282926563358
4596,192,64,64,ok,,66.67127056499896
4597,192,64,64,ok,,65.41994659922274
4598,192,64,64,ok,,40.1232987787834
4599,189,63,63,ok,,6.724521790336648e-12
4600,186,62,62,ok,,7.020569851612783e-12
4601,189,63,63,ok,,27.94824194398026
4602,186,62,62,ok,,30.42243720342552
4603,180,60,60,ok,,7.973620587529845
4604,177,59,59,ok,,1.766363346267855e-13
4605,177,59,59,ok,,7.323460819756184e-13
