t,total_demand_fbmc,total_renewables_fbmc,renewable_share_fbmc,mean_loading_d1,high_loading_share_d1,n_high_loading_lines_d1,n_lines_total_d1,demand_bin,renewables_bin,congestion_bin,strategy
2198,14927.030000000004,16257.820502631039,1.0891530667943345,0.41378675744372867,0.02214022140221402,6,271,low,high,mid,dynamic_gen
2199,14849.089999999993,15465.647935362811,1.0415215973074996,0.41694705978725194,0.03690036900369004,10,271,low,high,mid,dynamic_gen
2200,14994.440000000002,13425.785626582567,0.8953842642061034,0.43149166831169766,0.04059040590405904,11,271,low,high,mid,dynamic_gen
2201,15680.689999999999,10038.179268540236,0.6401618339843614,0.3707683874035865,0.01107011070110701,3,271,low,high,low,dynamic_gen
2202,16986.559999999998,7460.800501630007,0.439217858214377,0.36915483195695586,0.01107011070110701,3,271,mid,high,low,dynamic_gen
2203,18106.21,6445.832004,0.3560011732991057,0.4040341145088733,0.033210332103321034,9,271,mid,mid,mid,dynamic_gen
2204,19211.09000000001,6006.770140500002,0.3126720108281205,0.39383847584442316,0.05166051660516605,14,271,mid,mid,high,dynamic_gen
2205,19380.079999999998,5472.261049499998,0.28236524562850096,0.39676841524350037,0.05166051660516605,14,271,mid,mid,high,dynamic_gen
2206,18947.49,4924.077928500001,0.2598802231060684,0.37973759076713587,0.04059040590405904,11,271,mid,mid,mid,dynamic_gen
2207,17567.97000000001,4492.524867,0.25572248057117575,0.3335576210177725,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
2208,16654.97000000001,4184.326357499999,0.25123589880378033,0.3163039807455124,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2209,16047.019999999999,3998.4254414999996,0.24916934368499571,0.30731568758923433,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2210,15788.349999999999,3869.3547074999997,0.24507657275776126,0.3011258312976436,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2211,15819.429999999995,3735.5930715,0.23613954937061582,0.2940282720309617,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2212,16466.399999999994,3670.4681580000006,0.22290653439731828,0.29241992968223196,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2213,17961.840000000004,3547.3959045,0.1974962422836413,0.3316785207013153,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
2214,20461.620000000006,3262.8827106214167,0.15946355716807445,0.3727175013421398,0.055350553505535055,15,271,high,mid,high,dynamic_gen
2215,22125.33,3112.642594680272,0.14068231274653403,0.3724033633812012,0.06273062730627306,17,271,high,low,high,dynamic_gen
2216,22882.590000000004,4269.7002046267835,0.18659164913704188,0.376156025927943,0.08118081180811808,22,271,high,mid,high,dynamic_gen
2217,23164.119999999995,5493.886811471577,0.23717226518734916,0.37331542167813736,0.0996309963099631,27,271,high,mid,high,dynamic_gen
2218,23160.140000000014,5877.506566299638,0.25377681509263905,0.36992519313353966,0.11439114391143912,31,271,high,mid,high,dynamic_gen
2219,23301.650000000005,5905.718030230792,0.2534463452258012,0.3674695161339361,0.11070110701107011,30,271,high,mid,high,dynamic_gen
2220,23148.460000000006,5502.85435431138,0.2377201055409897,0.3622360645403534,0.0996309963099631,27,271,high,mid,high,dynamic_gen
2221,22664.249999999996,4792.904758551945,0.21147422740889046,0.3565074169056055,0.07011070110701106,19,271,high,mid,high,dynamic_gen
2222,21952.91999999999,4129.6352490672725,0.18811325550620484,0.35118035447688617,0.06273062730627306,17,271,high,mid,high,dynamic_gen
2223,21741.31,3184.175719562202,0.14645739928100937,0.3488047579756543,0.04797047970479705,13,271,high,low,mid,dynamic_gen
2224,21418.910000000003,2789.1762441310634,0.1302202700385343,0.3448311135201658,0.04428044280442804,12,271,high,low,mid,dynamic_gen
2225,21465.38999999999,1797.3523577237852,0.08373257405170771,0.3315893415461686,0.04797047970479705,13,271,high,low,mid,dynamic_gen
2226,21814.08,1027.5206759818311,0.04710355311715328,0.3172378419120231,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2227,21918.480000000003,733.0017765,0.03344218104996331,0.31277586979934263,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2228,22325.719999999998,695.0502074999998,0.03113226393146559,0.3126843777791486,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2229,21765.910000000007,605.9285534999999,0.027838420424415967,0.31197246130457135,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2230,20405.750000000004,560.5608270000001,0.027470728936696765,0.32064121286105746,0.04797047970479705,13,271,high,low,mid,dynamic_gen
2231,18831.940000000017,515.6088944999999,0.027379489022373662,0.32481379343752687,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2232,17850.559999999994,496.0218674999999,0.027787468152259655,0.31465005308366023,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2233,17265.79999999999,517.2338054999998,0.029957129440859973,0.3067115706323253,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2234,17182.36999999999,584.4063629999999,0.034011976403720806,0.30643941816913556,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2235,17493.979999999985,669.7642349999999,0.03828541218179056,0.3101744363988544,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2236,18028.600000000002,670.1162909999999,0.03716962443007221,0.3177873477225417,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2237,19223.180000000004,689.751072,0.03588121590704555,0.3272783414496972,0.04059040590405904,11,271,mid,low,mid,dynamic_gen
2238,21610.71,772.444255754672,0.03574358527575781,0.3161142284527237,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2239,22901.899999999998,1017.9865297260444,0.044449872269376973,0.3146208508153971,0.025830258302583026,7,271,high,low,mid,dynamic_gen
2240,23423.089999999993,1511.4955646067958,0.06453015228165013,0.31670082187441295,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2241,23033.87,2320.7599986351856,0.10075423707067835,0.32451456535472506,0.03690036900369004,10,271,high,low,mid,dynamic_gen
2242,22843.02,3122.819967708476,0.13670784194508764,0.3398089990074675,0.05166051660516605,14,271,high,low,high,dynamic_gen
2243,22425.250000000007,3792.965838238068,0.16913817407779475,0.3507290980069556,0.05166051660516605,14,271,high,mid,high,dynamic_gen
2244,21778.990000000005,3914.5322781224413,0.1797389262827358,0.3485168865624568,0.055350553505535055,15,271,high,mid,high,dynamic_gen
2245,21210.04,4229.568227072453,0.19941349601756775,0.3398289011453958,0.04428044280442804,12,271,high,mid,mid,dynamic_gen
2246,20904.569999999996,5434.2916787106,0.2599571136220741,0.3365147218468931,0.025830258302583026,7,271,high,mid,mid,dynamic_gen
2247,21180.58999999999,6136.925661043737,0.2897429042837683,0.3426760848044486,0.025830258302583026,7,271,high,mid,mid,dynamic_gen
2248,20993.01000000001,6876.586111706087,0.3275655140309124,0.3359225760344778,0.02214022140221402,6,271,high,mid,mid,dynamic_gen
2249,21321.010000000006,5436.863100258081,0.25500026031872225,0.3424798152919004,0.033210332103321034,9,271,high,mid,mid,dynamic_gen
2250,21748.190000000002,3301.660798503497,0.1518131301273116,0.3461450568578791,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2251,22225.289999999994,2622.2792595000005,0.11798627867172942,0.3343640453271125,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2252,22402.729999999996,2602.451901,0.11616673061720605,0.32948795784848267,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2253,21878.86,2401.3664414999994,0.10975738413701625,0.32998794745892746,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2254,20252.399999999998,2155.044228,0.10640932570954556,0.3307749818602586,0.03690036900369004,10,271,mid,low,mid,dynamic_gen
2255,18572.35000000001,1842.3165689999998,0.09919673972329829,0.30652210268302554,0.01107011070110701,3,271,mid,low,low,dynamic_gen
2256,17514.59,1542.800976,0.08808661670070496,0.29170645769149384,0.007380073800738007,2,271,mid,low,low,dynamic_gen
2257,17069.730000000007,1327.162863,0.07774949357722703,0.28606380468748793,0.007380073800738007,2,271,mid,low,low,dynamic_gen
2258,16601.630000000005,1184.0703495,0.07132253576907807,0.2800563969287443,0.007380073800738007,2,271,low,low,low,dynamic_gen
2259,16810.729999999992,1073.4033614999998,0.06385227539196693,0.284926221291869,0.007380073800738007,2,271,low,low,low,dynamic_gen
2260,17658.63999999998,1018.315419,0.05766669567984857,0.29908148899674974,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2261,18671.569999999996,965.656665,0.051718021837478055,0.31350011239137626,0.02952029520295203,8,271,mid,low,mid,dynamic_gen
2262,20793.579999999998,891.8665275370284,0.04289143704629162,0.3125086537436527,0.03690036900369004,10,271,high,low,mid,dynamic_gen
2263,22109.330000000005,1516.8769054222705,0.06860799967354371,0.31443930751436655,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2264,22924.55,4160.227526002403,0.1814747738124588,0.3542961373907294,0.07749077490774908,21,271,high,mid,high,dynamic_gen
2265,22944.81,7402.416950848329,0.32261835904713654,0.3901488822129988,0.08856088560885608,24,271,high,mid,high,dynamic_gen
2266,23139.229999999996,8817.273200549891,0.3810530082699335,0.40356683319551306,0.08118081180811808,22,271,high,high,high,dynamic_gen
2267,23283.009999999995,9223.129871830422,0.39613133661972505,0.4134898355772746,0.08118081180811808,22,271,high,high,high,dynamic_gen
2268,22955.26,8825.580783017549,0.3844687789647144,0.40103082979620264,0.08118081180811808,22,271,high,high,high,dynamic_gen
2269,22666.48999999999,8306.179638911159,0.36645195788634066,0.38730689117985645,0.07380073800738007,20,271,high,high,high,dynamic_gen
2270,22430.269999999986,7863.080674603492,0.350556666264093,0.37769869472685585,0.06642066420664207,18,271,high,mid,high,dynamic_gen
2271,22414.45000000001,6879.284627326863,0.30691293461703767,0.3670333080528158,0.06273062730627306,17,271,high,mid,high,dynamic_gen
2272,22119.16000000001,6177.8430347192925,0.27929826606070435,0.35586566143195386,0.05904059040590406,16,271,high,mid,high,dynamic_gen
2273,21917.820000000003,4593.185903325411,0.20956399419857497,0.34713261548634633,0.05904059040590406,16,271,high,mid,high,dynamic_gen
2274,22252.38,2490.4148940057476,0.11191678795732175,0.33277290600003584,0.04059040590405904,11,271,high,low,mid,dynamic_gen
2275,22411.5,1635.7248495000003,0.07298596031055486,0.3171456856255105,0.02214022140221402,6,271,high,low,mid,dynamic_gen
2276,22405.270000000008,1668.367125,0.07446315643596348,0.315986572179781,0.02214022140221402,6,271,high,low,mid,dynamic_gen
2277,21428.41,1614.954612,0.07536511631054288,0.32144479116562713,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2278,20130.349999999995,1415.1097349999998,0.07029732394121314,0.3261115695129031,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2279,18635.590000000004,1214.5550655,0.0651739529309241,0.3160013508334643,0.02214022140221402,6,271,mid,low,mid,dynamic_gen
2280,17494.309999999987,1055.6706344999998,0.060343656566049224,0.302471834638443,0.01107011070110701,3,271,mid,low,low,dynamic_gen
2281,17167.260000000002,967.942497,0.05638305105182772,0.29875854876678026,0.007380073800738007,2,271,mid,low,low,dynamic_gen
2282,17163.36999999999,930.7848165,0.054230889184350185,0.30012169026005614,0.01107011070110701,3,271,mid,low,low,dynamic_gen
2283,17160.060000000012,911.2876800000001,0.05310515697497558,0.3010815417997134,0.01107011070110701,3,271,mid,low,low,dynamic_gen
2284,17599.150000000005,879.2599035000001,0.049960361920888215,0.30797718638471916,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2285,18261.05000000001,895.563798,0.049042294829705825,0.31846043699497756,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2286,20166.020000000008,874.3072932863611,0.04335547090037403,0.32800749182997185,0.04797047970479705,13,271,mid,low,mid,dynamic_gen
2287,21452.250000000004,1274.0424899461939,0.05938969058938776,0.32338558558679936,0.04797047970479705,13,271,high,low,mid,dynamic_gen
2288,22353.869999999995,2476.0280984753285,0.11076507550931132,0.33691652578805903,0.055350553505535055,15,271,high,low,high,dynamic_gen
2289,22639.339999999993,3537.327019618358,0.1562469144249947,0.35026792654832317,0.04797047970479705,13,271,high,mid,mid,dynamic_gen
2290,22978.190000000006,3920.6605124159364,0.17062529783311634,0.35013415602955933,0.05166051660516605,14,271,high,mid,high,dynamic_gen
2291,23292.81000000001,4106.131328026168,0.1762832104853887,0.3510462044158136,0.05166051660516605,14,271,high,mid,high,dynamic_gen
2292,23011.579999999998,4414.726518646538,0.1918480399280075,0.35358856928820304,0.06642066420664207,18,271,high,mid,high,dynamic_gen
2293,22587.289999999997,4985.614373098505,0.22072654015149695,0.35120733905039425,0.07011070110701106,19,271,high,mid,high,dynamic_gen
2294,22371.219999999998,5662.259289936625,0.25310462683468427,0.35224701690646365,0.05904059040590406,16,271,high,mid,high,dynamic_gen
2295,22197.7,5240.667768662874,0.23609057553993762,0.34826546178941875,0.06273062730627306,17,271,high,mid,high,dynamic_gen
2296,21400.239999999998,4988.79111750983,0.23311846584476764,0.3406955653987467,0.055350553505535055,15,271,high,mid,high,dynamic_gen
2297,21093.479999999992,3442.900566981115,0.16322107907187985,0.3375068448085334,0.04428044280442804,12,271,high,mid,mid,dynamic_gen
2298,21195.949999999993,1870.8121868647686,0.08826271938105011,0.33069678983673917,0.04797047970479705,13,271,high,low,mid,dynamic_gen
2299,21344.59999999999,1101.400021585823,0.05160087430009574,0.3141763756990731,0.033210332103321034,9,271,high,low,mid,dynamic_gen
2300,21337.729999999996,1001.8353915000001,0.046951357595208125,0.31152319386975097,0.02952029520295203,8,271,high,low,mid,dynamic_gen
2301,20841.410000000007,859.9973505,0.04126387564469006,0.3117583598996462,0.03690036900369004,10,271,high,low,mid,dynamic_gen
2302,19890.36,797.878314,0.04011381965937268,0.3172382226862249,0.04059040590405904,11,271,mid,low,mid,dynamic_gen
2303,18399.809999999987,769.6520834999998,0.041829349515022186,0.3096096212733476,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
2304,17328.650000000005,766.1208615,0.04421122600433385,0.29563270969125516,0.014760147601476014,4,271,mid,low,mid,dynamic_gen
2305,17052.76,811.901628,0.04761115666906706,0.2918778045779321,0.007380073800738007,2,271,mid,low,low,dynamic_gen
2306,16726.31999999999,897.2144249999999,0.053640874083480436,0.2872579628113298,0.007380073800738007,2,271,low,low,low,dynamic_gen
2307,16658.859999999993,999.2083769999999,0.05998059753188396,0.2881407748661109,0.007380073800738007,2,271,low,low,low,dynamic_gen
2308,16526.590000000004,1160.179725,0.07020079308556694,0.2900464767746866,0.007380073800738007,2,271,low,low,low,dynamic_gen
2309,15828.589999999997,1370.913393,0.08660995028615943,0.2768561383451803,0.007380073800738007,2,271,low,low,low,dynamic_gen
2310,14921.449999999997,1617.2915068193845,0.10838702048523333,0.25434488442982744,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2311,15230.490000000007,2416.093740512749,0.15863532562069557,0.26058860661796407,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2312,16034.490000000002,4808.897127567361,0.2999095778891228,0.2838503633806428,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2313,16803.910000000003,8440.50773490856,0.502294271684897,0.32344476499850583,0.01107011070110701,3,271,low,high,low,dynamic_gen
2314,17582.690000000002,10947.1860879782,0.6226115621658688,0.3466611978485757,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
2315,18093.4,11879.833918523502,0.656583832697199,0.3694444377500125,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
2316,17635.04,12008.396255610727,0.6809395530495381,0.365625918162144,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
2317,16469.370000000003,11200.193782887021,0.6800620656944996,0.3253747872705724,0.007380073800738007,2,271,low,high,low,dynamic_gen
2318,15713.369999999994,11158.985002166968,0.7101586102896433,0.31585954560305435,0.007380073800738007,2,271,low,high,low,dynamic_gen
2319,15116.61,10212.021007999032,0.6755496773416151,0.30570874369678874,0.0,0,271,low,high,low,dynamic_gen
2320,15190.570000000002,8190.702277770081,0.5391965066333969,0.27564253455793186,0.0,0,271,low,high,low,dynamic_gen
2321,15767.08,5872.307901433991,0.37244105449036796,0.27145998521532483,0.0036900369003690036,1,271,low,high,low,dynamic_gen
2322,16878.190000000002,3503.4296446652547,0.20757140692605394,0.28436034486687684,0.007380073800738007,2,271,low,mid,low,dynamic_gen
2323,17507.109999999993,2495.5341071047483,0.14254403537218588,0.32075278645900784,0.014760147601476014,4,271,mid,low,mid,dynamic_gen
2324,18061.679999999986,2302.0583325,0.1274553824727269,0.32501773317981114,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2325,17982.810000000005,2071.205016,0.1151769393103747,0.3210667129957308,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2326,17378.739999999998,1917.3587579999999,0.11032783492934471,0.31093620978495096,0.01107011070110701,3,271,mid,low,low,dynamic_gen
2327,16432.589999999997,1790.7620445,0.10897625051802548,0.2922959411051557,0.007380073800738007,2,271,low,low,low,dynamic_gen
2328,15294.359999999993,1746.3917820000004,0.11418534557837014,0.260273686684157,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2329,14782.35,1778.6140215,0.12032011293874113,0.251922597073619,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2330,14593.749999999998,1841.4396405000005,0.12618001819271954,0.25114512299335934,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2331,14566.249999999996,1881.88431,0.12919483806745047,0.252145640653599,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2332,14921.8,1868.8425134999998,0.12524243144258734,0.2568626579838478,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2333,15136.53,1828.030938,0.12076948534439531,0.2608645514990035,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2334,15133.970000000001,1679.2598713589089,0.110959640554257,0.26028347309247574,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2335,15595.899999999998,2228.5841241909266,0.1428955125507939,0.26221904209144503,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2336,17154.809999999998,4145.23383352996,0.24163682567920955,0.2872583824044085,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
2337,18082.6,6279.498065701262,0.34726743198993854,0.32560069101170686,0.02214022140221402,6,271,mid,mid,mid,dynamic_gen
2338,18247.280000000006,8068.304997193005,0.44216480468283503,0.3635088342218881,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
2339,18516.759999999995,8815.521317954037,0.47608336004538804,0.38185634878577873,0.03690036900369004,10,271,mid,high,mid,dynamic_gen
2340,18493.4,8604.162777846133,0.4652558630563408,0.37447778356695843,0.03690036900369004,10,271,mid,high,mid,dynamic_gen
2341,17954.62,7938.815699199269,0.4421600512402529,0.3548819429541461,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
2342,17585.009999999995,7160.515496855063,0.4071942806319169,0.339498477574873,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
2343,17301.149999999998,6548.565960338995,0.3785046635824206,0.33699781000763035,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
2344,17054.000000000004,5536.835105163072,0.32466489416928995,0.32283037356292216,0.01107011070110701,3,271,mid,mid,low,dynamic_gen
2345,17159.070000000003,3601.797302014041,0.20990632371183524,0.2971302346074752,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
2346,17739.219999999998,1271.494185984913,0.07167700642897,0.310035235109117,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2347,18112.71,374.51531259732553,0.0206769341858466,0.3177604181447895,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2348,18207.689999999995,424.2811500000001,0.023302305234766202,0.31815636733705577,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2349,18076.729999999996,458.9684294999999,0.0253900140954697,0.3150424174873201,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
2350,17509.389999999996,470.1522119999999,0.026851432973964258,0.30584268083122507,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
2351,16396.719999999998,466.3234245,0.02844004316107124,0.28975869909975344,0.01845018450184502,5,271,low,low,mid,dynamic_gen
2352,15148.04,450.0891089999999,0.029712696097977023,0.26723602867676477,0.007380073800738007,2,271,low,low,low,dynamic_gen
2353,14583.940000000004,433.70104050000003,0.02973826280826717,0.25253909307709255,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2354,14360.319999999994,421.9224555000001,0.0293811318619641,0.24782469357696593,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2355,14174.070000000003,421.7662529999999,0.02975618527353116,0.2451716536992934,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2356,14200.19,436.8888254999999,0.030766407033990383,0.24555942051891938,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2357,14073.949999999997,476.83688699999993,0.03388081434138959,0.2437888697783051,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2358,13612.010000000004,544.003038041033,0.03996493082513405,0.24233268213452588,0.0,0,271,low,low,low,dynamic_gen
2359,13486.260000000002,1366.4229071166044,0.10131963250868693,0.2439544042701435,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2360,14327.66,3875.529204630772,0.2704928232963912,0.2808244407223768,0.007380073800738007,2,271,low,mid,low,dynamic_gen
2361,14849.089999999993,6559.207319152247,0.4417245312104816,0.32254145084180597,0.007380073800738007,2,271,low,high,low,dynamic_gen
2362,15095.660000000003,8410.194461600993,0.5571266484274945,0.34475187148756775,0.01107011070110701,3,271,low,high,low,dynamic_gen
2363,15468.510000000004,9573.090097139431,0.6188760324775578,0.376290110038194,0.03690036900369004,10,271,low,high,mid,dynamic_gen
2364,15490.14,10115.516345230197,0.6530293686971324,0.3891691770063057,0.055350553505535055,15,271,low,high,high,dynamic_gen
2365,14436.330000000005,10047.5449690856,0.6959902529995917,0.3635238627653866,0.04059040590405904,11,271,low,high,mid,dynamic_gen
2366,13585.490000000007,9364.08520766698,0.6892710684463332,0.3362522767185096,0.025830258302583026,7,271,low,high,mid,dynamic_gen
2367,12930.979999999996,8076.246940124333,0.6245657282065502,0.3124903814318423,0.014760147601476014,4,271,low,high,mid,dynamic_gen
2368,12980.4,6290.247830428831,0.48459583914431226,0.29133526278257016,0.0,0,271,low,high,low,dynamic_gen
2369,13925.949999999997,3652.190131989385,0.2622578805747102,0.2823341199496868,0.007380073800738007,2,271,low,mid,low,dynamic_gen
2370,15042.9,1157.1055824483474,0.07692037987677558,0.2601659600960169,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2371,15865.669999999993,179.3905293803362,0.011306836041612884,0.286572871280317,0.014760147601476014,4,271,low,low,mid,dynamic_gen
2372,16266.929999999997,145.51924950000006,0.008945710684191798,0.29402795848188723,0.01845018450184502,5,271,low,low,mid,dynamic_gen
2373,16350.5,148.7912595,0.009100104553377572,0.295382467564067,0.01845018450184502,5,271,low,low,mid,dynamic_gen
2374,15754.010000000002,153.12023849999994,0.00971944530313234,0.28464886258752137,0.014760147601476014,4,271,low,low,mid,dynamic_gen
2375,14736.850000000002,156.50637600000005,0.010620069824962596,0.263859068274042,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2376,13245.64,163.12187100000003,0.012315136980923536,0.2437884878020508,0.0,0,271,low,low,low,dynamic_gen
2377,12411.819999999992,171.74069700000004,0.01383686655140021,0.2298846740245954,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2378,11781.63,181.94428950000002,0.015443049009347606,0.22130039300365903,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2379,11547.180000000004,198.59753700000002,0.017198791133419582,0.21559754344607002,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2380,11682.400000000001,230.48809499999993,0.019729515767308078,0.21817589901370935,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2381,11770.11,272.74393649999996,0.02317259027315802,0.21986321259906988,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2382,11686.099999999993,335.3057774144516,0.028692701364394606,0.21782644157643463,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2383,11767.21,1285.8501428990635,0.10927400317484463,0.22608649252775193,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2384,12804.339999999997,3704.986017370922,0.28935392354240225,0.2652935270928245,0.007380073800738007,2,271,low,mid,low,dynamic_gen
2385,14311.219999999996,6331.052950418527,0.44238387436001464,0.31302733103034097,0.0036900369003690036,1,271,low,high,low,dynamic_gen
2386,15448.880000000005,8137.558840186276,0.526741022014947,0.34271129321248045,0.007380073800738007,2,271,low,high,low,dynamic_gen
2387,16410.730000000007,9495.075216416251,0.5785894482705064,0.375795613345341,0.03690036900369004,10,271,low,high,mid,dynamic_gen
2388,16609.75999999999,10157.695426069142,0.6115498012053845,0.3914743040647845,0.04428044280442804,12,271,low,high,mid,dynamic_gen
2389,15979.590000000002,10031.929247244008,0.6277964107492124,0.38471636519292696,0.04428044280442804,12,271,low,high,mid,dynamic_gen
2390,15468.510000000004,9439.366939030131,0.6102311689380637,0.36699186348312945,0.02952029520295203,8,271,low,high,mid,dynamic_gen
2391,15213.500000000007,8006.399281802782,0.5262693845468024,0.32974254724315943,0.007380073800738007,2,271,low,high,low,dynamic_gen
2392,14891.02,6081.393132700519,0.4083933224655208,0.3116042395363534,0.007380073800738007,2,271,low,high,low,dynamic_gen
2393,15039.320000000002,3464.6653431211007,0.2303738030124434,0.2709464811465867,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2394,15659.029999999999,1450.5974499151177,0.09263648194780379,0.2621212114494829,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2395,16008.400000000001,928.4497343873242,0.057997659627903105,0.27669570839778884,0.007380073800738007,2,271,low,low,low,dynamic_gen
2396,16199.859999999999,1306.5249195,0.08065038336751058,0.27913089480987086,0.007380073800738007,2,271,low,low,low,dynamic_gen
2397,16583.83,1767.9703634999998,0.10660808531563576,0.2831148687307961,0.007380073800738007,2,271,low,low,low,dynamic_gen
2398,16103.66,2237.0220644999995,0.13891389066212273,0.2608367853169312,0.0036900369003690036,1,271,low,low,low,dynamic_gen
2399,14862.829999999996,2659.449696,0.17893292838577854,0.24621442185796444,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2400,13329.13000000001,2981.1401999999994,0.22365602256111217,0.2273520300501305,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2401,12693.680000000002,3210.2980964999992,0.25290523287966915,0.2212405672133804,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2402,12493.589999999998,3339.166302000001,0.26727036040081364,0.21738297063223416,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2403,12610.9,3505.798845,0.277997513658819,0.2187871501698949,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2404,12910.069999999994,3780.746319,0.2928525034333665,0.2239888860708161,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2405,13981.899999999996,4158.817986,0.29744297885122917,0.2408620056517101,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
2406,16919.43999999999,4444.273909366918,0.2626726362909718,0.2829219624400864,0.0036900369003690036,1,271,mid,mid,low,dynamic_gen
2407,18805.430000000004,4657.952232044822,0.24769187580634006,0.3145111272367099,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
2408,20454.749999999993,5330.67670210219,0.2606082549091136,0.3479153821822146,0.04059040590405904,11,271,high,mid,mid,dynamic_gen
2409,21147.530000000006,7345.297440145289,0.3473359508247671,0.34679267850612,0.03690036900369004,10,271,high,mid,mid,dynamic_gen
2410,21421.25,9936.824722102598,0.4638769783323848,0.37429080726223435,0.05904059040590406,16,271,high,high,high,dynamic_gen
2411,21600.929999999997,12259.885299156409,0.5675628456347208,0.39112787197089793,0.05166051660516605,14,271,high,high,high,dynamic_gen
2412,21277.08999999999,12903.461388743819,0.6064485974700405,0.40757027707782967,0.04428044280442804,12,271,high,high,mid,dynamic_gen
2413,21324.279999999995,12375.004463386244,0.5803246094773773,0.41836283323440426,0.055350553505535055,15,271,high,high,high,dynamic_gen
