t,d2_objective,d1_mc_objective,n_total_candidates,n_initial_active,n_final_active,n_binding_final,n_screening_iterations
2454,1702230.7083900403,1703046.876616693,17627,65,71,2,2
2455,1882618.445374398,1883840.9617572215,17627,65,75,2,2
2456,1827197.5803508672,1827660.491419096,17627,65,75,2,2
2457,1642743.1273133154,1643907.5974358171,17627,65,69,2,2
2458,1586742.2421485907,1588238.0060755352,17627,65,69,2,2
2459,1553223.3844739809,1554778.1697215908,17627,65,70,2,2
2460,1443255.3126196554,1448928.26041863,17627,65,69,2,2
2461,1427513.5546654346,1429991.0744523457,17627,65,69,2,2
2462,1375436.7583124312,1382098.5688328105,17627,65,69,2,2
2463,1409567.2603259003,1410751.3798800441,17627,65,69,2,2
2464,1530607.6250857194,1530955.8796741716,17627,65,69,2,2
2465,1774279.0427135236,1774493.2519227453,17627,65,69,2,2
2466,2003384.877737139,2003441.4387079054,17627,65,69,2,2
2467,2141579.0159095284,2141579.016209528,17627,65,65,0,1
2468,2212525.2625300423,2212525.262830042,17627,65,65,0,1
2469,2175746.9014708325,2175746.9017708325,17627,65,65,0,1
2470,2039584.689972873,2039584.6902728733,17627,65,65,0,1
2471,1807110.073893562,1807110.0741935614,17627,65,65,0,1
2472,1643345.7070260393,1643345.7073260392,17627,65,65,0,1
2473,1568972.3574549933,1568972.3577549933,17627,65,65,0,1
2474,1541702.446628758,1541702.446928758,17627,65,65,0,1
2475,1583096.7148823095,1583096.7151823095,17627,65,65,0,1
2476,1608450.6695609996,1608450.6698609996,17627,65,65,0,1
2477,1708943.3668212867,1708943.3671212867,17627,65,65,0,1
2478,1945215.3981410032,1945215.3984410034,17627,65,65,0,1
2479,2067552.0676597487,2067598.8337488081,17627,65,67,2,2
2480,1949864.1157577508,1950580.3290287012,17627,65,69,2,2
2481,1700864.9667889043,1716235.7192816758,17627,65,70,3,2
2482,1490965.0506007432,1516787.7098577605,17627,65,73,2,2
2483,1354005.2422948598,1361117.5778049058,17627,65,75,3,3
2484,1273833.9267369937,1277536.019166449,17627,65,71,2,2
2485,1198075.407073657,1223908.169958614,17627,65,78,2,2
2486,1137254.0502047022,1160695.0235769807,17627,65,70,2,2
2487,1156460.5352632266,1166590.857741122,17627,65,68,2,2
2488,1294237.1228052187,1294237.1231052186,17627,65,65,0,1
2489,1579159.987271305,1579344.4003648956,17627,65,69,2,2
2490,1847034.0912707632,1847099.9623264053,17627,65,67,2,2
2491,1965572.0340468858,1965781.9683617721,17627,65,69,2,2
2492,1996835.0809193836,1996940.4053883546,17627,65,69,2,2
2493,1986657.6726828006,1986721.981173664,17627,65,69,2,2
2494,1794584.6192850075,1794584.6195850074,17627,65,65,0,1
2495,1569693.5417488639,1569693.5420275168,17627,65,65,0,1
2496,1437187.7644448292,1437187.7646516678,17627,65,65,0,1
2497,1352405.5203185575,1352405.5205544508,17627,65,65,0,1
2498,1350833.8509311941,1350833.8511587852,17627,65,65,0,1
2499,1359682.0133608612,1359682.0135838971,17627,65,65,0,1
2500,1379727.2653974798,1379727.265618047,17627,65,65,0,1
2501,1386537.6458608336,1386537.6460904842,17627,65,65,0,1
2502,1419552.533246247,1419552.533461591,17627,65,65,0,1
2503,1385657.5355053095,1385657.535785106,17627,65,65,0,1
2504,1293042.1562827602,1293159.5090718865,17627,65,67,2,2
2505,1132694.4830120206,1132999.9140572445,17627,65,66,1,2
2506,996325.3140752548,996515.76665838,17627,65,67,2,2
2507,848872.5543304702,865187.2458873237,17627,65,68,2,2
2508,755223.2298187504,818260.9503031438,17627,65,79,1,2
2509,689552.3030336024,783079.9091822901,17627,65,82,1,2
2510,657284.1611436611,751315.5255019115,17627,65,80,1,2
2511,718139.016044163,752995.5109985906,17627,65,69,1,2
2512,906182.0033993934,906208.38383462,17627,65,67,2,2
2513,1195363.4737144373,1195363.474014437,17627,65,65,0,1
2514,1483026.8490795062,1483026.849379511,17627,65,65,0,1
2515,1556583.7248642473,1556583.7250839213,17627,65,65,0,1
2516,1579263.7542083072,1579263.7544256558,17627,65,65,0,1
2517,1602540.5738743814,1602540.5741308045,17627,65,65,0,1
2518,1503946.8932782481,1503946.8934856863,17627,65,65,0,1
2519,1351543.3157044197,1351543.3159800703,17627,65,65,0,1
2520,1185534.5397361931,1185534.53995313,17627,65,65,0,1
2521,1089497.4527608915,1089497.4529763835,17627,65,65,0,1
2522,1064410.9801446528,1064410.980365336,17627,65,65,0,1
2523,1064347.8589255633,1064347.8591404553,17627,65,65,0,1
2524,1106442.6107615218,1106442.6109715672,17627,65,65,0,1
2525,1112336.0400228538,1112336.0402480979,17627,65,65,0,1
2526,1078063.5644188356,1078063.5646445127,17627,65,65,0,1
2527,1044744.1995890444,1044744.1998339735,17627,65,65,0,1
2528,1032580.7916101668,1032909.5165050277,17627,65,66,1,2
2529,951224.3323441789,958530.5901214182,17627,65,66,1,2
2530,878523.7101867939,878523.7104867932,17627,65,65,0,1
2531,875932.5184750065,875932.518775006,17627,65,65,0,1
2532,856786.4655309224,856786.4658309219,17627,65,65,0,1
2533,797079.0551132835,797079.055413283,17627,65,65,0,1
2534,796970.2902196667,796970.2905196664,17627,65,65,0,1
2535,909618.6666886234,909618.6669886233,17627,65,65,0,1
2536,1075377.6006987048,1075377.6009987046,17627,65,65,0,1
2537,1282683.3516980805,1282683.3519980623,17627,65,65,0,1
2538,1492613.582823387,1492613.583036657,17627,65,65,0,1
2539,1547103.1320708308,1547103.1323684845,17627,65,65,0,1
2540,1524661.8930216338,1524661.893318242,17627,65,65,0,1
2541,1509271.7601306415,1509271.7604306415,17627,65,65,0,1
2542,1492587.6622734498,1492587.6625734498,17627,65,65,0,1
2543,1287606.7142324483,1287606.7144693583,17627,65,65,0,1
2544,1179962.7280286404,1179962.7283286299,17627,65,65,0,1
2545,1119569.6411783823,1119569.641478389,17627,65,65,0,1
2546,1103026.8184762315,1103026.8187762364,17627,65,65,0,1
2547,1119547.4943354942,1119547.4946354833,17627,65,65,0,1
2548,1194408.064675766,1194408.0649757627,17627,65,65,0,1
2549,1419213.081907834,1419213.082150341,17627,65,65,0,1
2550,1816232.9107255726,1816232.9110255735,17627,65,65,0,1
2551,2009806.8213191899,2009825.6231593257,17627,65,67,2,2
2552,1969890.2387663836,1970120.6853102932,17627,65,69,2,2
2553,1851301.0553535377,1851745.0820687592,17627,65,69,2,2
2554,1718479.2311199345,1732759.8772992352,17627,65,68,3,2
2555,1610954.8312880197,1635362.4866557429,17627,65,70,3,2
2556,1510230.894024984,1535642.8369462583,17627,65,73,3,2
2557,1422509.1795638944,1454230.089156595,17627,65,78,3,2
2558,1344131.3198142229,1373122.485161949,17627,65,77,3,2
2559,1364336.8288765973,1384231.0060145766,17627,65,70,3,2
2560,1451217.0700608413,1454695.3146130848,17627,65,70,3,3
2561,1596884.9735456551,1597145.185418199,17627,65,67,2,2
2562,1839760.5167738083,1839908.6639760856,17627,65,69,2,2
2563,1991792.2216005786,1991816.8926036165,17627,65,69,2,2
2564,2038242.5613086375,2038268.1262226182,17627,65,69,2,2
2565,2058993.433441612,2058999.1937892837,17627,65,67,2,2
2566,1911407.285095303,1911407.2853953035,17627,65,65,0,1
2567,1686961.9802913852,1686961.9805913852,17627,65,65,0,1
2568,1596473.2106293775,1596473.2109293775,17627,65,65,0,1
2569,1627027.0207273846,1627027.0210273843,17627,65,65,0,1
2570,1620253.828031637,1620253.8283316367,17627,65,65,0,1
2571,1674158.542796744,1674158.543096744,17627,65,65,0,1
2572,1735615.3495248356,1735615.3498248355,17627,65,65,0,1
2573,1863031.7298967198,1863031.730196721,17627,65,65,0,1
2574,2193819.218432488,2193819.218732488,17627,65,65,0,1
2575,2218856.6209620107,2218856.6212620107,17627,65,65,0,1
2576,1897210.5490044844,1897715.6755246297,17627,65,67,2,2
2577,1544840.5261377306,1566506.8108222024,17627,65,68,3,2
2578,1341299.5847793447,1375127.6641941685,17627,65,85,3,2
2579,1269145.6139518716,1291397.1654366832,17627,65,200,1,2
2580,1197144.9225897174,1209311.906953362,17627,65,71,1,2
2581,1131538.6707317461,1135402.2148431013,17627,65,68,1,2
2582,1099811.5851721708,1101058.5224658414,17627,65,68,1,2
2583,1164935.8902894293,1171421.407806579,17627,65,66,1,2
2584,1259450.260134588,1275351.9856325455,17627,65,69,1,2
2585,1558025.8331103493,1562892.68149471,17627,65,68,3,2
2586,1855282.5175533893,1855282.5178533893,17627,65,65,0,1
2587,2011829.061059372,2011829.0613593718,17627,65,65,0,1
2588,2081768.9874809287,2081768.987780929,17627,65,65,0,1
2589,2059030.177449772,2059030.177749772,17627,65,65,0,1
2590,1886175.135234714,1886175.1355347137,17627,65,65,0,1
2591,1627459.088509852,1627459.088809852,17627,65,65,0,1
2592,1460552.0304683568,1460552.030723661,17627,65,65,0,1
2593,1380823.3895093706,1380823.3897386382,17627,65,65,0,1
2594,1359985.8088023278,1359985.809043794,17627,65,65,0,1
2595,1428139.5348774656,1428139.5351774655,17627,65,65,0,1
2596,1502011.2116762165,1502011.2119762162,17627,65,65,0,1
2597,1674103.4356079744,1674103.4359079734,17627,65,65,0,1
2598,2060177.2449868722,2060177.2452868721,17627,65,65,0,1
2599,2138607.969107138,2138607.969407138,17627,65,65,0,1
2600,2003203.1045999064,2003427.1492409143,17627,65,67,2,2
2601,1699718.744596201,1713068.4537699635,17627,65,68,3,2
2602,1501239.7910953988,1526552.5599632834,17627,65,69,3,2
2603,1410396.2213286567,1459363.1502550473,17627,65,76,3,2
2604,1359308.3489987126,1407915.1488338057,17627,65,205,3,2
2605,1389298.6893944622,1447910.3696070763,17627,65,105,3,2
2606,1364974.5939467628,1413720.812323309,17627,65,79,3,2
2607,1442016.259175711,1468836.5612328656,17627,65,69,3,2
2608,1542256.751953397,1559892.5094927244,17627,65,68,3,2
2609,1697289.677784533,1697377.6075189319,17627,65,67,2,2
2610,1927092.5841024918,1927092.5844024913,17627,65,65,0,1
2611,2049381.2583797243,2049381.2586797238,17627,65,65,0,1
2612,2035924.4586313441,2035924.458931344,17627,65,65,0,1
2613,1994701.8298591024,1994701.8301591026,17627,65,65,0,1
2614,1802078.203673576,1802078.203973577,17627,65,65,0,1
2615,1557006.8663700435,1557006.8666700434,17627,65,65,0,1
2616,1412132.5049198046,1412132.505198235,17627,65,65,0,1
2617,1335746.6218879744,1335746.6221213005,17627,65,65,0,1
2618,1282913.6670023224,1282913.6672050878,17627,65,65,0,1
2619,1356974.6468239694,1356974.6470832378,17627,65,65,0,1
2620,1425823.144417802,1425823.144717802,17627,65,65,0,1
2621,1533323.156804312,1533323.157104312,17627,65,65,0,1
2622,1912724.4256556681,1912724.4259556679,17627,65,65,0,1
2623,2057409.0932825108,2057409.0935825112,17627,65,65,0,1
2624,1938621.6839105678,1939255.4094900857,17627,65,69,2,2
2625,1624546.994698164,1639091.35389145,17627,65,70,3,2
2626,1427796.6847230373,1452215.3156806487,17627,65,70,3,2
2627,1369741.760638624,1412070.420632449,17627,65,76,3,2
2628,1248404.287402592,1271949.8776772,17627,65,99,3,3
2629,1185233.2787934553,1194673.6903772312,17627,65,70,1,2
2630,1148638.147301555,1153663.3797022053,17627,65,66,1,2
2631,1211737.643032187,1227351.9415303953,17627,65,68,1,2
2632,1339323.203185949,1357171.08382328,17627,65,70,3,2
2633,1640620.809105265,1641261.7843608726,17627,65,68,3,3
2634,1950269.1622850625,1950328.4388070572,17627,65,67,2,2
2635,2101038.767502331,2101038.7678023316,17627,65,65,0,1
2636,2122352.554438864,2122352.554738864,17627,65,65,0,1
2637,2154731.1624865485,2154731.1627865485,17627,65,65,0,1
2638,1969122.7782998402,1969122.7785998401,17627,65,65,0,1
2639,1710494.4666211936,1710494.466921193,17627,65,65,0,1
2640,1602996.4721247978,1602996.4724247977,17627,65,65,0,1
2641,1518755.9979522733,1518755.998252273,17627,65,65,0,1
2642,1504257.809830881,1504257.8101308807,17627,65,65,0,1
2643,1522328.6701787114,1522328.6704787114,17627,65,65,0,1
2644,1566993.2500490327,1566993.2503490325,17627,65,65,0,1
2645,1657490.8749004724,1657490.8752004723,17627,65,65,0,1
2646,1953278.030123804,1953278.030423804,17627,65,65,0,1
2647,1976988.6056313457,1977088.4790447652,17627,65,69,2,2
2648,1718594.1983530214,1719148.2101018173,17627,65,69,2,2
2649,1361293.0108794027,1372448.3609513687,17627,65,70,3,2
2650,1165958.4929375974,1176329.8747632336,17627,65,72,3,3
2651,1086177.145707628,1086177.1460076277,17627,65,65,0,1
2652,992037.9406159059,1008559.4431117203,17627,65,72,2,2
2653,946856.2846980105,964412.1531972872,17627,65,70,2,2
2654,892622.7561543955,907345.0885703181,17627,65,68,2,2
2655,962020.7991620293,963330.7840563852,17627,65,67,2,2
2656,1119210.0070925104,1119210.0073925103,17627,65,65,0,1
2657,1419671.3744421918,1419930.7533479917,17627,65,69,2,2
2658,1666658.6088419142,1666658.6090521454,17627,65,65,0,1
2659,1807258.0160980308,1807258.0163980308,17627,65,65,0,1
2660,1863388.990006614,1863413.8943154158,17627,65,67,2,2
2661,1902768.0107674836,1902814.344279902,17627,65,69,2,2
2662,1772866.2673016235,1772866.2676016232,17627,65,65,0,1
2663,1490854.0395926316,1490854.0398366994,17627,65,65,0,1
2664,1318090.5271306112,1318090.5274306166,17627,65,65,0,1
2665,1264594.1904721316,1264594.1907721339,17627,65,65,0,1
2666,1248461.0967739832,1248461.0970739746,17627,65,65,0,1
2667,1250769.163207104,1250769.1635071042,17627,65,65,0,1
2668,1276954.5240342405,1276954.5243342374,17627,65,65,0,1
2669,1270557.3646724906,1270557.3649724915,17627,65,65,0,1
2670,1302997.4598289663,1302997.460128958,17627,65,65,0,1
2671,1318843.8405267955,1318843.8408267847,17627,65,65,0,1
2672,1249080.7323416905,1249124.7311029902,17627,65,67,2,2
2673,1145696.7175901355,1156901.2658621324,17627,65,68,3,2
2674,1060940.6160088703,1075190.163852002,17627,65,68,1,2
2675,1029003.5437129707,1043517.5990304243,17627,65,68,1,2
2676,967292.105612484,972989.5555408329,17627,65,66,1,2
2677,922012.9592023143,922012.9595023136,17627,65,65,0,1
2678,884734.5393033433,884734.5396033427,17627,65,65,0,1
2679,940354.297778401,940354.2980784009,17627,65,65,0,1
2680,1072932.0469728229,1088276.8356160154,17627,65,69,1,2
2681,1347451.6164298241,1349489.4563941732,17627,65,68,3,2
2682,1642823.1299304375,1642823.1302243806,17627,65,65,0,1
2683,1766170.259974707,1766170.2602747069,17627,65,65,0,1
2684,1714848.3341113008,1714848.3344113005,17627,65,65,0,1
2685,1725244.8074434905,1725244.8077434902,17627,65,65,0,1
2686,1637877.3945287992,1637877.3948287992,17627,65,65,0,1
2687,1443357.300578741,1443357.3008678313,17627,65,65,0,1
2688,1264243.0400504156,1264243.0402835065,17627,65,65,0,1
2689,1140275.3710746649,1140275.3713746667,17627,65,65,0,1
2690,1113580.6808665076,1113580.6811665087,17627,65,65,0,1
2691,1102003.7741057305,1102003.7743894632,17627,65,65,0,1
2692,1110071.1820706176,1110071.1823404054,17627,65,65,0,1
2693,1107285.4399042763,1107285.4401609222,17627,65,65,0,1
2694,1042430.6321941915,1042430.6324291709,17627,65,65,0,1
2695,1008559.1252956116,1008559.1255338896,17627,65,65,0,1
2696,954887.3592383051,955863.7533062593,17627,65,66,1,2
2697,886136.2370120673,895532.0657219539,17627,65,66,1,2
2698,790055.8082030469,790055.8084998414,17627,65,65,0,1
2699,719236.6578456142,719306.1296756475,17627,65,66,1,2
2700,635933.6559307403,640214.5551441814,17627,65,68,1,2
2701,592083.7624332886,613955.2708075185,17627,65,68,3,3
2702,555806.3673236422,571657.6169490693,17627,65,66,1,2
2703,629637.9494789494,629645.6231742004,17627,65,66,1,2
2704,748005.9830307759,748005.9832682429,17627,65,65,0,1
2705,1071067.7920931475,1073226.0080195004,17627,65,66,1,2
2706,1457976.7456584235,1457976.745958058,17627,65,65,0,1
2707,1608005.2914216318,1608005.2917216322,17627,65,65,0,1
2708,1609866.5433008927,1609866.5436008922,17627,65,65,0,1
2709,1656900.8079919778,1656900.8082919777,17627,65,65,0,1
2710,1644041.847299591,1644041.8475995911,17627,65,65,0,1
2711,1480826.7316918643,1480826.7319918643,17627,65,65,0,1
2712,1334369.883993178,1334369.884275633,17627,65,65,0,1
2713,1268651.0888833813,1268651.0891200483,17627,65,65,0,1
2714,1259899.9140887754,1259899.9143200354,17627,65,65,0,1
2715,1287010.8725862869,1287010.8728406732,17627,65,65,0,1
2716,1395747.0851129512,1395747.0854129512,17627,65,65,0,1
2717,1611591.835851967,1611591.8361519668,17627,65,65,0,1
2718,1986206.3028788264,1986206.3031788266,17627,65,65,0,1
2719,2121767.7306023864,2121767.7309023864,17627,65,65,0,1
2720,1972640.6330086852,1973215.2007754124,17627,65,69,2,2
2721,1704609.4912674008,1721959.2922764686,17627,65,68,3,2
2722,1572450.1048670872,1605729.0501667536,17627,65,71,3,2
2723,1471923.6529022818,1524671.0914434972,17627,65,79,3,2
2724,1395609.6254910652,1460120.0971028614,17627,65,95,3,2
2725,1358319.0035531526,1405571.3113965224,17627,65,93,3,2
2726,1369998.2795450147,1405048.5358631043,17627,65,72,3,2
2727,1500407.59685288,1516950.9413086763,17627,65,68,3,2
2728,1650328.6946696746,1651772.5796946557,17627,65,68,3,3
2729,1863366.7646067971,1863601.7988876428,17627,65,67,2,2
2730,2112895.6288585854,2112895.629158585,17627,65,65,0,1
2731,2233142.5304103047,2233142.5307103046,17627,65,65,0,1
2732,2232884.015597197,2232884.015897197,17627,65,65,0,1
2733,2155264.0006790645,2155264.000979064,17627,65,65,0,1
2734,1946044.4307044265,1946044.4310044264,17627,65,65,0,1
2735,1640366.0002033252,1640366.000503325,17627,65,65,0,1
2736,1426449.298669607,1426449.2988819538,17627,65,65,0,1
2737,1330768.1368173806,1330768.137111802,17627,65,65,0,1
2738,1297713.170690755,1297713.170990754,17627,65,65,0,1
2739,1320089.5343672505,1320089.5346672488,17627,65,65,0,1
2740,1408523.8548804722,1408523.8551744178,17627,65,65,0,1
2741,1590843.8911034777,1590843.891340478,17627,65,65,0,1
2742,1976884.8522891607,1976884.8525891602,17627,65,65,0,1
2743,2141203.7997193765,2141203.8000193764,17627,65,65,0,1
2744,2137467.077300283,2137496.1671081013,17627,65,67,2,2
2745,1924967.7635621303,1925131.7838133518,17627,65,69,2,2
2746,1865878.747817126,1866232.6633762254,17627,65,69,2,2
2747,1846584.0093566754,1846931.9453590326,17627,65,69,2,2
2748,1794357.6469607037,1794657.4962920311,17627,65,67,2,2
2749,1782683.891420121,1782887.3765830502,17627,65,67,2,2
2750,1761623.5135854536,1761740.035112516,17627,65,67,2,2
2751,1794829.1157777095,1794937.4560715416,17627,65,67,2,2
2752,1826293.729338545,1826400.7072382374,17627,65,67,2,2
2753,1914295.7785885395,1914462.5146674078,17627,65,67,2,2
2754,2075345.3674489937,2075391.8891782528,17627,65,67,2,2
2755,2190913.0082152006,2190913.008515201,17627,65,65,0,1
2756,2170504.84812619,2170504.8484261897,17627,65,65,0,1
2757,2170577.015749354,2170577.016049354,17627,65,65,0,1
2758,1944241.3748967894,1944241.37519679,17627,65,65,0,1
2759,1643923.5600626094,1643923.560362609,17627,65,65,0,1
2760,1415445.6364365793,1415445.6366433208,17627,65,65,0,1
2761,1335327.0304031908,1335327.030656469,17627,65,65,0,1
2762,1358479.9419415824,1358479.9421673508,17627,65,65,0,1
2763,1425630.890979392,1425630.8912117481,17627,65,65,0,1
2764,1552738.7435877654,1552738.7438877653,17627,65,65,0,1
2765,1734654.7893460472,1734654.7896460474,17627,65,65,0,1
2766,2057658.7138171876,2057658.714117188,17627,65,65,0,1
2767,2189159.7354170824,2189159.7357170824,17627,65,65,0,1
2768,2049605.2837938522,2049660.1974558756,17627,65,67,2,2
2769,1829812.0278836126,1830098.7020988178,17627,65,67,2,2
2770,1677278.627052588,1677425.6337046733,17627,65,67,2,2
2771,1633786.4897777177,1633916.28235447,17627,65,67,2,2
2772,1595370.8091815496,1595558.913737541,17627,65,67,2,2
2773,1634939.6696489349,1635129.0420766412,17627,65,67,2,2
2774,1690571.615252228,1690696.9346130646,17627,65,67,2,2
2775,1776875.5949468757,1777052.6204921436,17627,65,67,2,2
2776,1794417.0080838664,1794491.8282878308,17627,65,67,2,2
2777,1877507.4276165026,1877507.4279165026,17627,65,65,0,1
2778,2001691.8506325975,2001691.8509325974,17627,65,65,0,1
2779,2039847.7106159676,2039847.710915968,17627,65,65,0,1
2780,2014598.1256035094,2014598.1259035098,17627,65,65,0,1
2781,1955143.6774120892,1955143.6777120891,17627,65,65,0,1
2782,1769516.4750148584,1769516.4753148584,17627,65,65,0,1
2783,1515742.894455208,1515742.894755208,17627,65,65,0,1
2784,1329384.212354732,1329384.212601746,17627,65,65,0,1
2785,1215154.803606094,1215154.8038598488,17627,65,65,0,1
2786,1143728.7188930246,1143728.7191930255,17627,65,65,0,1
2787,1123827.5953798282,1123827.5956798196,17627,65,65,0,1
2788,1154904.3572044484,1154904.3575044535,17627,65,65,0,1
2789,1318942.8711472468,1318942.8713759077,17627,65,65,0,1
2790,1712123.0707657936,1712123.0710657933,17627,65,65,0,1
2791,1857524.7548048021,1857524.7551048019,17627,65,65,0,1
2792,1796708.6960149275,1796841.1499491655,17627,65,67,2,2
2793,1597913.1434874935,1598807.3587153088,17627,65,68,3,3
2794,1438825.03368075,1448284.541757417,17627,65,68,3,2
2795,1346356.8804724445,1358803.919402812,17627,65,68,3,2
2796,1218151.7714345716,1233897.401561372,17627,65,68,3,2
2797,1255954.5412943466,1269543.3838966712,17627,65,68,3,2
2798,1299830.2179826656,1306932.6518491865,17627,65,68,3,2
2799,1365438.4598929277,1365555.57833684,17627,65,67,2,2
2800,1374541.121000208,1374589.572680884,17627,65,67,2,2
2801,1447806.7288717264,1447806.729169831,17627,65,65,0,1
2802,1646374.4499889286,1646374.4502889286,17627,65,65,0,1
2803,1776480.6741976212,1776480.6744976214,17627,65,65,0,1
2804,1795275.194379559,1795275.194679559,17627,65,65,0,1
2805,1779548.2218389888,1779548.222138989,17627,65,65,0,1
2806,1612692.9157345882,1612692.9160345877,17627,65,65,0,1
2807,1367743.7984025404,1367743.7986981077,17627,65,65,0,1
2808,1217802.4958107427,1217802.4960300457,17627,65,65,0,1
2809,1085436.7424048544,1085436.742660038,17627,65,65,0,1
2810,1077836.4063810387,1077836.406628164,17627,65,65,0,1
2811,1157689.4330185298,1157689.4332308602,17627,65,65,0,1
2812,1257326.9749047675,1257326.9751868418,17627,65,65,0,1
2813,1428382.9443281116,1428382.9446281116,17627,65,65,0,1
2814,1763871.8912123386,1763871.8915123385,17627,65,65,0,1
2815,1837278.0340523892,1837325.6036837958,17627,65,67,2,2
2816,1663418.4390722187,1665718.1288830726,17627,65,68,3,3
2817,1418296.4841400816,1434746.6104168042,17627,65,68,3,2
2818,1259873.2304187887,1280013.4840880868,17627,65,68,3,2
2819,1191843.3616003504,1212558.6097214413,17627,65,68,3,2
2820,1159092.1616527922,1185815.469679239,17627,65,69,3,2
2821,1176973.5801535614,1202296.6561469422,17627,65,71,3,2
2822,1150362.3406772283,1167648.4916278864,17627,65,69,3,2
2823,1215218.3144132132,1231692.9954846988,17627,65,70,3,2
2824,1272028.2618057681,1278951.9670450261,17627,65,70,3,2
2825,1492782.9891798457,1492954.0071271397,17627,65,67,2,2
2826,1703197.6385874175,1703327.1830719449,17627,65,67,2,2
2827,1833617.7031089207,1833617.7034089207,17627,65,65,0,1
2828,1805423.7530792982,1805423.7533792986,17627,65,65,0,1
2829,1755808.3708475581,1755808.371147558,17627,65,65,0,1
2830,1563417.3162999162,1563417.3165999162,17627,65,65,0,1
2831,1347451.2919254526,1347451.292198039,17627,65,65,0,1
2832,1213304.5370881269,1213304.5373311169,17627,65,65,0,1
2833,1136954.3689716647,1136954.3692716614,17627,65,65,0,1
2834,1146563.4987601514,1146563.4990601481,17627,65,65,0,1
2835,1143302.9787693736,1143302.9790693747,17627,65,65,0,1
2836,1179704.2108378713,1179704.2111323643,17627,65,65,0,1
2837,1187035.2091151122,1187035.209415113,17627,65,65,0,1
2838,1163237.1615715306,1163237.161871524,17627,65,65,0,1
2839,1151194.823068298,1151194.8233683011,17627,65,65,0,1
2840,1097588.0937341496,1097636.1994833865,17627,65,67,2,2
2841,991862.5179516992,994100.2201074332,17627,65,66,1,2
2842,922358.7397384711,922358.7400384707,17627,65,65,0,1
2843,969890.2314779724,969890.2317779723,17627,65,65,0,1
2844,1020215.8763864109,1022441.0316164935,17627,65,66,1,2
2845,995322.9594436674,997699.1180888107,17627,65,66,1,2
2846,941143.5455203662,941143.5458203661,17627,65,65,0,1
2847,967437.6061724154,967437.6064724153,17627,65,65,0,1
2848,1070429.1453310207,1073528.0600320194,17627,65,66,1,2
2849,1316226.09396781,1316226.094267814,17627,65,65,0,1
2850,1532883.8596327023,1532883.8598649208,17627,65,65,0,1
2851,1582007.1031665003,1582007.1034614088,17627,65,65,0,1
2852,1507749.1052150351,1507749.1054488842,17627,65,65,0,1
2853,1495678.7078548395,1495678.708065804,17627,65,65,0,1
2854,1384551.9427144947,1384551.9429990125,17627,65,65,0,1
2855,1180758.2213125941,1180758.2216125936,17627,65,65,0,1
2856,977933.4212344422,977933.4215344419,17627,65,65,0,1
2857,934722.2221971786,934722.2224822673,17627,65,65,0,1
2858,872141.8995503096,872141.8998034747,17627,65,65,0,1
2859,853596.9928005885,853596.9930390989,17627,65,65,0,1
2860,890851.3941124163,890851.3943540164,17627,65,65,0,1
2861,957221.8347706806,957221.8350337003,17627,65,65,0,1
2862,946461.437857976,946461.4381258673,17627,65,65,0,1
2863,924781.6213827054,924781.6216643885,17627,65,65,0,1
2864,891313.4167915239,891689.082977091,17627,65,66,1,2
2865,949220.9625237673,950595.9868644674,17627,65,66,1,2
2866,932655.5655891537,935521.8327612224,17627,65,66,1,2
2867,912130.1732282588,913729.8929566989,17627,65,66,1,2
2868,794693.8476553715,794693.8479553715,17627,65,65,0,1
2869,634681.6681445679,634681.6684445676,17627,65,65,0,1
2870,597392.8273635164,597392.8276635163,17627,65,65,0,1
2871,623974.97993404,623974.980232247,17627,65,65,0,1
2872,740091.3389617424,740091.3392617423,17627,65,65,0,1
2873,1001260.2442221133,1001707.127171986,17627,65,66,1,2
2874,1328648.0451704932,1328648.0454403348,17627,65,65,0,1
2875,1474895.999016095,1474895.9992955714,17627,65,65,0,1
2876,1548667.0332691786,1548667.0335691788,17627,65,65,0,1
2877,1616931.861955736,1616931.8622557358,17627,65,65,0,1
2878,1535841.0148847904,1535841.0151847904,17627,65,65,0,1
2879,1303748.545901212,1303748.5461554162,17627,65,65,0,1
2880,1197510.0563484125,1197510.0566484116,17627,65,65,0,1
2881,1097680.530889849,1097680.5311898459,17627,65,65,0,1
2882,1080767.064202086,1080767.0645020748,17627,65,65,0,1
2883,1074165.6491111307,1074165.6494111263,17627,65,65,0,1
2884,1151996.35100618,1151996.3513061807,17627,65,65,0,1
2885,1274787.6618112063,1274787.6620929874,17627,65,65,0,1
2886,1523434.8344503408,1523434.8347503408,17627,65,65,0,1
2887,1703335.5951085077,1703335.5954085076,17627,65,65,0,1
2888,1753863.0454155502,1753908.2762369835,17627,65,67,2,2
2889,1585122.1848882646,1585209.3104954276,17627,65,67,2,2
2890,1464003.4941225054,1472609.6500903664,17627,65,68,3,2
2891,1361279.7228451497,1373115.064015056,17627,65,68,3,2
2892,1266633.9975500396,1288998.0845198738,17627,65,69,3,2
2893,1223860.4326781712,1242243.1382480115,17627,65,68,3,2
2894,1216375.648035044,1229931.4523611218,17627,65,68,3,2
2895,1285252.913748957,1289749.7737717754,17627,65,68,3,2
2896,1283149.5879399998,1286240.2419646443,17627,65,68,3,2
2897,1325627.5647542914,1325661.8711852108,17627,65,66,1,2
